siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
457201564,00038,45720156400038,O,2012-10-01,NN,,,2025-12-05T23:17:58.927,true,A,O,,1957-01-01,5499,G BONNIN FRERES,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00038,2025-12-06T08:19:08.699,PME,2023,,12,,,QUAI,DU CAPITAINE ALLEGRE,33120,ARCACHON,,33009,,,330090265_B,371569.2361920335,6403845.1175108915,A,,,,,33.15Z,NAFRev2,N,33.15Y
457201564,00046,45720156400046,O,2012-10-01,NN,,,2025-12-05T21:06:56.435,false,A,O,,1957-01-01,5499,G BONNIN FRERES,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00038,2025-12-06T08:19:08.699,PME,2023,,9,T,,RUE,DE L’AIGUILLON,33260,LA TESTE-DE-BUCH,,33529,,,335290030_B,371618.01236013835,6403414.873304504,A,,,,,33.15Z,NAFRev2,N,33.15Y
469202055,00015,46920205500015,O,1969-01-01,NN,,3315ZZ,2025-12-06T04:48:37.345,true,A,O,,1969-01-01,5499,GRIZZLI MARINE,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00015,2025-12-06T11:10:50.465,PME,2023,,37,,,AVENUE,DE L’ATLANTIQUE,33950,LEGE-CAP-FERRET,,33236,,,332360pqd_B,362838.9626891974,6403788.490012511,A,,,,,33.15Z,NAFRev2,N,33.15Y
478016892,00026,47801689200026,O,2007-07-01,NN,,3312ZB,2025-12-06T00:11:51.924,true,A,O,,2004-07-15,1000,,,M,DA SILVA,,YANNICK,LAURENT,RENE,,YANNICK,,33.15Z,NAFRev2,,,,NN,,00026,2025-12-06T10:57:03.423,PME,2023,CASSY,63,,,ROUTE,DE BORDEAUX,33138,LANTON,,33229,,,332290132_B,379630.2313744411,6410901.525714444,A,,,,ACTION MOBIL PLAISANCE,33.15Z,NAFRev2,N,33.15Y
478894629,00029,47889462900029,O,2006-03-01,02,2023,,2025-12-05T21:50:04.124,false,A,O,,2004-10-04,5710,AQUITAINE BATEAUX PASSION,ABP,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00045,2025-12-06T09:58:05.516,PME,2023,PORT DE LARROS,,,,RUE,DU PORT,33470,GUJAN-MESTRAS,,33199,,,331990740_B,374899.82806887804,6401812.753475626,A,,,,,33.15Z,NAFRev2,O,33.15Y
478894629,00045,47889462900045,O,2018-11-01,NN,,,2025-12-06T00:34:11.135,true,A,O,,2004-10-04,5710,AQUITAINE BATEAUX PASSION,ABP,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00045,2025-12-06T09:58:05.516,PME,2023,APPARTEMENT B13,15,,,RUE,PIERRE DANEY,33470,GUJAN-MESTRAS,,33199,,,331990670_B,376857.66013139964,6401594.496262329,A,,,,,33.15Z,NAFRev2,N,33.15Y
481025443,00013,48102544300013,O,2005-02-02,01,2023,3315ZZ,2025-12-05T21:24:42.674,true,A,O,,2005-02-02,5499,EMBARC,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00013,2025-12-06T07:36:07.578,PME,2023,CIDEX 7,,,,,PORT DE LA BARBOTIERE,33470,GUJAN MESTRAS,,33199,,,33199B221_C,,,A,,,,,33.15Z,NAFRev2,O,33.15Y
481076891,00029,48107689100029,O,2010-08-01,NN,,3012ZZ,2025-12-05T21:23:15.756,true,A,O,,2005-01-04,1000,,,M,BAPTISTA,,MICHEL,,,,MICHEL,,30.12Z,NAFRev2,,,,NN,,00029,2025-12-06T08:29:09.044,PME,2023,,4,,,IMPASSE,RENE-LOUIS LAFFORGUE,33700,MERIGNAC,,33281,,,332812521_B,410976.1544275042,6423154.324189205,A,,,,,30.12Z,NAFRev2,N,30.12Y
481367068,00055,48136706800055,O,2014-08-31,02,2023,3315ZZ,2025-12-06T02:22:39.018,false,A,O,,2005-02-23,5499,COTE AQUITAINE PLAISANCE,,,,,,,,,,,47.64Z,NAFRev2,,N,,03,2023,00030,2025-12-06T06:16:00.962,PME,2023,POLE NAUTISME,,,,QUAI,DE GOSLAR,33120,ARCACHON,,33009,,,33009512c1v_B,371659.03395528835,6404093.116489893,A,,,,,33.15Z,NAFRev2,O,33.15Y
482827771,00015,48282777100015,O,2005-06-01,NN,,3012ZZ,2025-12-06T03:49:21.099,true,A,O,,2005-06-01,5499,AMPHITRITE,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T11:16:28.145,PME,2023,,15,,,RUE,JACQUES CASSARD,33950,LEGE-CAP-FERRET,,33236,,,332360878_B,370310.10588632326,6418391.586319062,A,,,,,33.15Z,NAFRev2,O,33.15Y
484292560,00014,48429256000014,O,2005-09-01,01,2023,3012ZZ,2025-12-06T03:52:35.998,true,A,O,,2005-09-01,5499,ARNAUTIC,,,,,,,,,,,33.15Z,NAFRev2,,,,01,2023,00014,2025-12-06T07:49:28.661,PME,2023,,8,,,RUE,JACQUES CASSARD,33950,LEGE-CAP-FERRET,,33236,,,332360878_B,370402.4617499179,6418315.074869694,A,,,,,33.15Z,NAFRev2,O,33.15Y
489330936,00027,48933093600027,O,2024-07-25,NN,,,2025-12-05T19:31:28.29,true,A,O,,2006-03-20,5499,PERREAUD NAUTIQUE,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00027,2025-12-06T09:23:11.432,PME,2023,,44,,,RUE,NICEPHORE NIEPCE,33510,ANDERNOS-LES-BAINS,,33005,,,330050928_B,377797.31,6415948.2,A,,,,,33.15Z,NAFRev2,N,33.15Y
489542381,00020,48954238100020,O,2012-02-21,01,2023,3315ZZ,2025-12-06T05:05:23.506,true,A,O,,2006-04-01,1000,,,M,COURREGES,,ALEXANDRE,JEAN,CAMILLE,,ALEXANDRE,,33.15Z,NAFRev2,,,,01,2023,00020,2025-12-06T09:54:04.524,PME,2023,ZONE D'ACTIVITE BREDOUILLE,6,,,RUE,JACQUES CASSARD,33950,LEGE-CAP-FERRET,,33236,,,332360878_B,370425.70128712506,6418299.164870891,A,CAP NAUTIC,,,,33.15Z,NAFRev2,O,33.15Y
489982041,00035,48998204100035,P,2021-05-01,NN,,3315ZZ,2025-12-06T01:46:36.078,true,A,P,,2006-05-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00035,2025-12-06T10:51:59.426,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE PORGE,,33333,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
490350329,00036,49035032900036,O,2016-11-02,NN,,3012ZZ,2025-12-06T04:18:25.471,true,A,O,,2006-05-22,1000,,,M,BADRI,,ALEXANDRE,,,,ALEXANDRE,,30.12Z,NAFRev2,,,,NN,,00036,2025-12-06T09:21:06.017,PME,2023,,7,,,RUE,BERNARD PALISSY,33510,ANDERNOS-LES-BAINS,,33005,,,330050071_B,378216.3997194277,6415584.790381642,A,BADRI,,,C.N. BADRI,30.12Z,NAFRev2,N,30.12Y
491983649,00014,49198364900014,O,2006-10-01,NN,,3012ZZ,2025-12-06T03:42:03.177,true,A,O,,2006-10-01,1000,,,M,DUBUISSON,,BRUNO,PASCAL,,,BRUNO,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T11:12:28.959,PME,2023,CASSY,65,,,ROUTE,DE BORDEAUX,33138,LANTON,,33229,,,332290132_B,380694.8796304081,6412101.443697236,A,POWER PEINT' NAUTIC,,,,33.15Z,NAFRev2,N,33.15Y
493333264,00015,49333326400015,O,2006-12-08,02,2023,3012ZZ,2025-12-05T20:26:11.782,true,A,O,,2006-12-08,1000,,,M,BOSSUET,,JEAN BAPTISTE,GUY,,,JEAN BAPTISTE,,30.12Z,NAFRev2,,,,02,2023,00015,2025-12-06T07:09:55.601,PME,2023,,1,,,RUE,ALEXANDRINE,33260,LA TESTE-DE-BUCH,,33529,,,335290076_B,371819.72928893013,6403480.808481376,A,,,,,30.12Z,NAFRev2,O,30.12Y
494106149,00037,49410614900037,O,2021-09-27,NN,,3012ZZ,2025-12-05T17:05:10.942,true,A,O,,2007-02-01,1000,,,M,LAFON,,JEAN-PHILIPPE,,,,JEAN-PHILIPPE,,30.12Z,NAFRev2,,,,NN,,00037,2025-12-06T08:15:03.318,PME,2023,PORT DE LA PASSERELLE,121,,,RUE,PIERRE DANEY,33470,GUJAN-MESTRAS,,33199,,,331990670_B,376747.05268802814,6401877.499884648,A,,,,CHANTIER NAVAL LAFON,30.12Z,NAFRev2,N,30.12Y
497595702,00026,49759570200026,O,2007-05-22,NN,2023,3012ZZ,2025-12-05T15:23:57.658,true,A,O,,2007-05-22,5499,DIMER BATEAUX,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,2023,00026,2025-12-06T09:04:02.289,PME,2023,AOT N 122 PORT DE GUJAN,,,,,PORT DE LA PASSERELLE,33470,GUJAN-MESTRAS,,33199,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
498158203,00014,49815820300014,O,2007-06-01,NN,,3012ZZ,2025-12-06T04:51:24.204,true,A,O,,2007-06-01,5499,AMB 33,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T06:09:04.224,PME,2023,,1,,,AVENUE,DU GENERAL MANGIN,33120,ARCACHON,,33009,,,330090865_B,367630.9931909703,6402455.701603536,A,,,,,33.15Z,NAFRev2,O,33.15Y
500234158,00011,50023415800011,O,2007-09-17,NN,,3012ZZ,2025-12-06T03:03:11.659,true,A,O,,2007-09-17,5499,LE PORT A SEC D'ANDERNOS,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T11:25:08.675,PME,2023,,12,,,AVENUE,GUTENBERG,33510,ANDERNOS-LES-BAINS,,33005,,,330050377_B,377937.3671098768,6415551.694355437,A,,,,,33.15Z,NAFRev2,O,33.15Y
502531304,00017,50253130400017,O,2008-01-18,NN,,3315ZZ,2025-12-05T15:45:51.873,true,A,O,,2008-01-18,5499,BATEAUX SERVICES DU BASSIN D'ARCACHON,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T10:42:05.981,PME,2023,,981,,,BOULEVARD,DE L’INDUSTRIE,33260,LA TESTE-DE-BUCH,,33529,,,335291587_B,372500.36219418555,6398606.4708541,A,LONGITUDE,,,,33.15Z,NAFRev2,N,33.15Y
509718078,00017,50971807800017,O,2009-01-05,02,2023,3315ZZ,2025-12-05T22:40:36.567,true,A,O,,2009-01-05,5499,YACHTING ARCACHON SERVICE,,,,,,,,,,,33.15Z,NAFRev2,,N,,02,2023,00017,2025-12-06T05:13:28.857,PME,2023,,27,,,AVENUE,DU GENERAL LECLERC,33260,LA TESTE-DE-BUCH,,33529,,,335291320_B,371061.41204585193,6402134.492640942,A,YACHTING ARCACHON,,,,33.15Z,NAFRev2,O,33.15Y
511272841,00020,51127284100020,O,2018-01-01,00,2023,3315ZZ,2025-12-05T15:33:19.002,true,A,O,,2009-02-25,1000,,,M,RONCO,,VINCENT,,,,VINCENT,,33.15Z,NAFRev2,,,,00,2023,00020,2025-12-06T10:04:10.751,PME,2023,,13,,,AVENUE,DE L’ACTIPOLE,33470,GUJAN-MESTRAS,,33199,,,331990009_B,377170.8274378245,6398322.828945222,A,,,,L'ATELIER NAVAL,33.15Z,NAFRev2,O,33.15Y
511345167,00015,51134516700015,O,2009-03-01,NN,,3315ZZ,2025-12-05T21:46:24.218,true,A,O,,2009-03-01,1000,,,M,FELISIAK,,JEAN-PAUL,,,,JEAN-PAUL,,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T06:42:31.828,PME,2023,,17,,,IMPASSE,PASTEUR,33470,GUJAN-MESTRAS,,33199,,,331990620_B,378465.4985877523,6401694.25849548,A,,,,CHANTIER F.,33.15Z,NAFRev2,N,33.15Y
511519191,00015,51151919100015,O,2009-03-26,NN,,,2025-12-05T22:51:23.261,true,A,O,,2009-03-26,1000,,,M,PIPE,,ALASTAIR,,,,ALASTAIR,,30.12Z,NAFRev2,,,,NN,,00015,2025-12-06T06:07:10.379,PME,2023,,,,,,ILE DE PATIRAS,33390,SAINT-ANDRONY,,33370,,,,,,A,,,,,30.12Z,NAFRev2,N,30.12Y
511791410,00026,51179141000026,O,2009-06-18,31,2023,,2025-12-06T03:15:34.137,true,A,O,,2009-04-14,5710,CHANTIER NAVAL COUACH - CNC,,,,,,,,,,,30.12Z,NAFRev2,,N,,31,2023,00026,2025-12-06T05:26:29.296,ETI,2023,,10,,,RUE,DE L'YSER,33470,GUJAN-MESTRAS,,33199,,,331990850_B,377275.9077270757,6401791.0138011845,A,,,,,30.12Z,NAFRev2,O,30.13Y
511857617,00019,51185761700019,O,2009-03-30,NN,,,2025-12-06T02:43:27.1,true,A,O,,2009-03-30,1000,,,M,FAURIE,,MATTHIAS,MICHEL,JONATHAN,,MATTHIAS,,33.15Z,NAFRev2,,,,NN,,00019,2025-12-06T10:16:43.723,PME,2023,RESIDENCE LES OYATS APPT 7,,,,IMPASSE,BISSERIE,33260,LA TESTE-DE-BUCH,,33529,,,335290354_B,372431.71276492917,6399697.57408553,A,,,,,33.15Z,NAFRev2,N,33.15Y
512142951,00015,51214295100015,O,2009-04-22,NN,,,2025-12-06T03:54:39.218,true,A,O,,2009-04-22,5499,HULL CONCEPT,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T08:18:27.101,PME,2023,ZONE PORTUAIRE HANGAR 81,,,,,,33123,LE VERDON-SUR-MER,,33544,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
512742511,00011,51274251100011,O,2009-04-06,NN,,,2025-12-05T23:11:28.192,true,A,O,,2009-04-06,9220,LES AMIS DES PINASSES,,,,,,,,,,,33.15Z,NAFRev2,,O,,NN,,00011,2025-12-06T06:25:24.931,,,,,,,AVENUE,DU MEDOC,33950,LEGE-CAP-FERRET,,33236,,,332361080_B,372910.73537376575,6419920.698549047,A,,,,,33.15Z,NAFRev2,N,33.15Y
512808031,00011,51280803100011,O,2009-05-06,NN,,3315ZZ,2025-12-06T04:52:44.607,true,A,O,,2009-05-06,1000,,,M,BUZI-DEBAT,,PASCAL,,,,PASCAL,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T08:54:25.144,PME,2023,RES PORT SOLEIL APPT 27,18,,,QUAI,DU CAPITAINE ALLEGRE,33120,ARCACHON,,33009,,,330090265_B,371503.7971315056,6403930.866358306,A,,,,,33.15Z,NAFRev2,N,33.15Y
512817685,00013,51281768500013,O,2009-04-16,NN,,3315ZZ,2025-12-06T05:00:27.492,false,A,O,,2009-04-16,5499,DUBOURDIEU SERVICES,,,,,,,,,,,33.15Z,NAFRev2,,,,02,2023,00021,2025-12-06T09:11:57.292,PME,2023,ZAE,,,,ALLEE,FERDINAND DE LESSEPS,33470,GUJAN-MESTRAS,,33199,,,331990456_B,377273.75351835473,6398787.120286139,A,,,,,33.15Z,NAFRev2,N,33.15Y
512817685,00021,51281768500021,O,2014-12-01,02,2023,3315ZZ,2025-12-06T04:33:42.778,true,A,O,,2009-04-16,5499,DUBOURDIEU SERVICES,,,,,,,,,,,33.15Z,NAFRev2,,,,02,2023,00021,2025-12-06T09:11:57.292,PME,2023,,,,,PORT,DE LARROS,33470,GUJAN-MESTRAS,,33199,,,33199B222_B,377189.28316395706,6402028.169401701,A,,,,,33.15Z,NAFRev2,O,33.15Y
514639541,00010,51463954100010,O,2009-09-01,NN,,3315ZZ,2025-12-05T15:46:43.164,true,A,O,,2009-09-01,1000,,,M,MASSA,,FRANCK,,,,FRANCK,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T10:21:57.469,PME,2023,,71,B,,AVENUE,DE BISSERIE,33260,LA TESTE-DE-BUCH,,33529,,,335290355_B,372432.89209538774,6399817.197124584,A,,,,COMPOSITE NAUTIQUE,33.15Z,NAFRev2,N,33.15Y
515056836,00031,51505683600031,P,2023-04-01,NN,,,2025-12-06T02:19:58.489,false,A,P,,2009-09-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20B,NAFRev2,,,,NN,,00015,2025-12-06T10:47:58.968,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],ANDERNOS-LES-BAINS,,33005,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
518127956,00010,51812795600010,O,2009-10-15,NN,,,2025-12-05T21:39:36.478,true,A,O,,2009-10-15,1000,,,M,OMIECINSKI,,WILLIAM,JEAN JACQUES,,,WILLIAM,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T06:36:53.651,PME,2023,LOGEMENT 3,21,,,RUE,BREMONTIER,33740,ARES,,33011,,,330110075_B,372761.2234784871,6416472.224794156,A,,,,,33.15Z,NAFRev2,N,33.15Y
520378506,00015,52037850600015,O,2010-03-10,NN,2023,3315ZZ,2025-12-05T22:20:07.722,true,A,O,,2010-03-10,1000,,,M,GRISE,,BENOIT,,,,BENOIT,,33.15Z,NAFRev2,,,,NN,2023,00015,2025-12-06T08:23:16.287,PME,2023,,9,,,RUE,NELSON BARRAU,33740,ARES,,33011,,,330110710_B,372624.3258106015,6415376.046134303,A,,,,,33.15Z,NAFRev2,N,33.15Y
521532382,00038,52153238200038,O,2014-01-01,NN,,,2025-12-06T03:20:36.842,true,A,O,,2010-03-25,5499,ECLA,,,,,,,,,,,30.12Z,NAFRev2,,N,,NN,,00038,2025-12-06T09:25:15.56,PME,2023,POLE NAUTISME 1ER ETAGE,,,,QUAI,DE GOSLAR,33120,ARCACHON,,33009,,,33009512c1v_B,371659.03395528835,6404093.116489893,A,,,,,30.12Z,NAFRev2,N,30.12Y
524532538,00021,52453253800021,O,2025-03-18,NN,,,2025-12-06T01:18:49.34,true,A,O,,2010-09-15,1000,,,M,BELOEIL,,VALENTIN,PIERRE,ALBERT,,VALENTIN,,33.15Z,NAFRev2,,,,NN,,00021,2025-12-06T10:53:20.381,PME,2023,,2,,,SQUARE,GUSTAVE COURBET,33700,MERIGNAC,,33281,,,332811251_B,412211.46,6423094.94,A,,,,,33.15Z,NAFRev2,N,33.15Y
527528970,00017,52752897000017,O,2010-10-01,02,2023,3315ZZ,2025-12-05T21:43:22.252,true,A,O,,2010-10-01,5499,COURBOUIN PLAISANCE,,,,,,,,,,,33.15Z,NAFRev2,,,,02,2023,00017,2025-12-06T06:18:41.006,PME,2023,,22,,,RUE,PANHARD LEVASSOR,33510,ANDERNOS-LES-BAINS,,33005,,,330050609_B,377577.52593484544,6415463.726920855,A,COURBOUIN PLAISANCE,,,,33.15Z,NAFRev2,O,33.15Y
529926461,00011,52992646100011,O,2011-01-05,NN,,3012ZZ,2025-12-05T19:32:44.729,true,A,O,,2011-01-05,5710,BO YACHTING,,,,,,,,,,,30.12Z,NAFRev2,,,,NN,,00011,2025-12-06T07:52:24.6,PME,2023,,12,,,QUAI,DU CAPITAINE ALLEGRE,33120,ARCACHON,,33009,,,330090265_B,371569.2361920335,6403845.1175108915,A,BO YACHTING,,,,30.12Z,NAFRev2,O,30.12Y
529989022,00031,52998902200031,O,2011-10-01,NN,,,2025-12-05T19:31:25.016,true,A,O,,2011-02-01,5499,CHANTIER NAVAL LAJUS,CNL,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00031,2025-12-06T09:48:30.633,PME,2023,,26,,,ALLEE,DES HERONS,33950,LEGE-CAP-FERRET,,33236,,,332368a8ea2_B,362892.3214524161,6403298.051489758,A,,,,,33.15Z,NAFRev2,N,33.15Y
532369915,00022,53236991500022,O,2016-02-01,NN,,3315ZZ,2025-12-06T03:16:24.817,true,A,O,,2011-04-01,1000,,,M,BOUTINET,,MARC,,,,MARC,,33.15Z,NAFRev2,,,,NN,,00022,2025-12-06T11:31:30.882,PME,2023,ZONE INDUSTRIELLE,370,,,AVENUE,DE L’AERODROME,33260,LA TESTE-DE-BUCH,,33529,,,335290025_B,372747.97107594187,6397968.728672451,A,,,,MB NAUTIC,33.15Z,NAFRev2,N,33.15Y
532858750,00013,53285875000013,O,2011-05-13,NN,,,2025-12-06T02:52:33.104,true,A,O,,2011-05-13,1000,,,M,HESNARD,,GUILLAUME,ALAIN,JEAN,LUCIEN,GUILLAUME,,33.15Z,NAFRev2,,,,NN,,00013,2025-12-06T09:54:35.18,PME,2023,,47,,,RUE,DENFERT ROCHEREAU,33220,SAINTE-FOY-LA-GRANDE,,33402,,,334020050_B,480118.42552707554,6419844.522617256,A,,,,,33.15Z,NAFRev2,N,33.15Y
534312434,00036,53431243400036,O,2023-10-16,NN,,,2025-12-05T15:41:29.009,false,A,O,,2011-07-27,5710,ATLANTIC NAVY MARINE,,,,,,,,,,,52.22Z,NAFRev2,,N,,02,2023,00028,2025-12-06T07:01:13.696,PME,2023,,60,,,RUE,EUGENE FREYSSINET,33260,LA TESTE-DE-BUCH,,33529,,,335291073_B,372706.09,6398283.15,A,,,,,33.15Z,NAFRev2,N,33.15Y
534380092,00013,53438009200013,O,2011-08-22,NN,,3012ZZ,2025-12-05T15:52:20.675,true,A,O,,2011-08-22,1000,,,M,AUBERT,,STEPHANE,BERNARD,,,STEPHANE,,30.12Z,NAFRev2,,,,NN,,00013,2025-12-06T10:22:05.503,PME,2023,RES GRANGENEUVE 2 LOGT 67,67,,,RUE,ANDRE MALRAUX,33470,LE TEICH,,33527,,,335270244_B,379736.35643164365,6398988.475814727,A,,,,,30.12Z,NAFRev2,N,30.12Y
535377469,00015,53537746900015,O,2011-09-09,NN,,,2025-12-05T21:46:58.034,true,A,O,,2011-09-09,1000,,,M,NICOLAS,,CHRISTIAN,,,,CHRISTIAN,,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T07:54:06.824,PME,2023,,100,,,RUE,BRUNET,33600,PESSAC,,33318,,,333180605_B,404341.6273712248,6414091.351448858,A,,,,,33.15Z,NAFRev2,N,33.15Y
538412008,00020,53841200800020,O,2012-01-01,NN,,3315ZZ,2025-12-06T02:12:54.63,true,A,O,,2011-11-18,5499,M. PATANCHON,,,,,,,,,,,33.15Z,NAFRev2,,,,NN,,00020,2025-12-06T11:12:29.391,PME,2023,,91,,,PORT,DE LARROS,33470,GUJAN-MESTRAS,,33199,,,33199B222_B,377189.28316395706,6402028.169401701,A,PATANCHON,,,,33.15Z,NAFRev2,N,33.15Y
752416966,00014,75241696600014,O,2012-01-01,NN,,3315ZZ,2025-12-06T04:48:25.572,true,A,O,,2012-01-01,1000,,,M,LEVAYER,,SIEGFRIED,LOIS,,,SIEGFRIED,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T06:08:48.921,PME,2023,,83,,,AVENUE,DE SAINT EMILION,33127,MARTIGNAS-SUR-JALLE,,33273,,,332730184_B,399894.19277970406,6422856.020301692,A,,,,SIEGFRIED LEVAYER,33.15Z,NAFRev2,N,33.15Y
753104462,00019,75310446200019,O,2012-07-04,01,2023,3315ZZ,2025-12-05T18:25:27.774,true,A,O,,2012-07-04,5499,CHANTIER PEINTURE PLAISANCE,,,,,,,,,,,33.15Z,NAFRev2,,,,01,2023,00019,2025-12-06T09:36:31.454,PME,2023,,2,,,ALLEE,ISABELLE,33380,BIGANOS,,33051,,,330510435_B,386622.20529442315,6401962.880710199,A,,,,,33.15Z,NAFRev2,O,33.15Y
753488006,00028,75348800600028,O,2014-08-01,02,2023,3315ZZ,2025-12-05T18:17:46.469,true,A,O,,2012-08-01,5499,MARINE SERVICES 33 EURL,,,,,,,,,,,33.15Z,NAFRev2,,,,02,2023,00028,2025-12-06T06:19:54.433,PME,2023,ZONE INDUSTRIELLE,260,B,,AVENUE,DENIS PAPIN,33260,LA TESTE-DE-BUCH,,33529,,,335290849_B,372812.49864821654,6398453.549025763,A,,,,,33.15Z,NAFRev2,O,33.15Y
753488006,00036,75348800600036,O,2015-07-01,NN,,3315ZZ,2025-12-06T00:48:01.64,false,A,O,,2012-08-01,5499,MARINE SERVICES 33 EURL,,,,,,,,,,,33.15Z,NAFRev2,,,,02,2023,00028,2025-12-06T06:19:54.433,PME,2023,,171,,,RUE,FREDERIC SAUVAGE,33260,LA TESTE-DE-BUCH,,33529,,,335291178_B,372624.0130830615,6398435.155005496,A,AIGUILLON  SERVICES,,,MARINES SERVICES 33,33.15Z,NAFRev2,N,33.15Y
753501626,00026,75350162600026,O,2018-04-01,01,2023,3012ZZ,2025-12-05T16:29:42.621,true,A,O,,2012-09-01,5499,SARL DESIGN YACHT PROJECT,,,,,,,,,,,30.12Z,NAFRev2,,N,,01,2023,00026,2025-12-06T10:16:51.772,PME,2023, BASSIN A FLOT NO 2,,,,,BAT LES ATELIERS DES BASSINS - ZONE TECHNIQUE N8 ,33000,BORDEAUX,,33063,,,,418587.31,6425347.22,A,ROSEWEST,,,ROSEWEST,30.12Z,NAFRev2,N,30.12Y
781755061,00046,78175506100046,O,2011-08-01,NN,,2920ZB,2025-12-05T21:52:30.978,true,A,O,,1969-01-01,1000,,,M,CERLES,,GUY,,,,GUY,,30.11Z,NAFRev2,,,,NN,,00046,2025-12-06T07:30:55.232,PME,2023,,57,,,RUE,DU PORT,33260,LA TESTE-DE-BUCH,,33529,,,335292600_B,371434.4935147184,6401803.320172985,A,,,,,30.11Z,NAFRev2,N,30.11Y
788653681,00049,78865368100049,O,2018-07-13,NN,,3315ZZ,2025-12-05T20:30:26.066,true,A,O,,2012-11-01,1000,,,M,RAINERO,,MARC,,,,MARC,,33.15Z,NAFRev2,,,,NN,,00049,2025-12-06T10:02:40.019,PME,2023,,78,,,CHEMIN,DES GRESEAUX,33450,SAINT-LOUBES,,33433,,,334330355_B,430153.8897610178,6431431.0506914705,A,,,,,33.15Z,NAFRev2,N,33.15Y
790096051,00012,79009605100012,O,2013-01-02,NN,2023,8129BP,2025-12-06T04:08:59.398,true,A,O,,2013-01-02,1000,,,M,LABORDE,,YANN,,,,YANN,,33.15Z,NAFRev2,,,,NN,2023,00012,2025-12-06T09:57:05.817,PME,2023,,2,,,RUE,DE LA GAROLE,33260,LA TESTE-DE-BUCH,,33529,,,335291235_B,371105.11796213296,6401916.070609261,A,,,,,33.15Z,NAFRev2,N,33.15Y
